Time,EMG_value,Yaw,Roll,Pitch
0,68,91.1,-134.65,101.99
100,46,91.1,-135.22,101.99
200,118,91.1,-135.22,102.56
300,54,91.1,-135.22,102.56
400,141,91.1,-135.79,102.56
500,142,90.53,-135.79,102.56
600,117,90.53,-135.79,102.56
700,17,90.53,-136.36,103.71
800,67,90.53,-135.79,105.42
900,85,89.95,-134.65,113.45
1000,101,87.66,-134.07,133.5
1100,58,86.52,-134.07,142.67
1200,68,88.24,-133.5,171.31
1300,80,-99.69,39.53,170.17
1400,132,-96.83,45.26,152.41
1500,94,-98.55,45.26,140.95
1600,102,-101.41,40.11,148.97
1700,53,-111.15,27.5,167.3
1800,138,112.3,-110.01,173.03
1900,97,93.39,-127.77,148.97
2000,44,91.1,-128.92,137.51
2100,158,89.95,-130.06,128.34
2200,49,89.38,-132.35,114.02
2300,36,89.38,-133.5,108.86
2400,74,91.1,-135.22,102.56
2500,41,91.1,-135.79,101.99
2600,25,90.53,-136.36,102.56
2700,55,90.53,-136.36,103.71
2800,33,91.1,-135.79,104.85
2900,26,90.53,-135.79,105.42
3000,72,90.53,-134.65,108.29
3100,359,88.81,-133.5,115.16
3200,157,88.24,-131.78,123.19
3300,47,88.24,-130.06,157.56
3400,51,-174.18,-32.09,175.9
3500,58,-104.85,38.96,162.15
3600,34,-100.84,45.26,147.25
3700,127,-103.13,44.12,146.68
3800,33,-104.28,41.25,156.99
3900,56,162.15,-56.15,175.9
4000,371,88.81,-130.63,154.13
4100,221,85.94,-133.5,137.51
4200,187,86.52,-135.22,124.9
4300,97,87.09,-136.94,114.59
4400,103,87.66,-138.08,110.01
4500,139,88.81,-139.23,107.72
4600,40,89.95,-139.23,107.72
4700,146,89.95,-138.66,107.72
4800,77,89.38,-138.66,108.86
4900,41,89.38,-138.66,108.86
5000,345,89.38,-138.66,110.01
5100,53,85.37,-136.36,123.76
5200,72,81.36,-136.94,141.52
5300,75,77.35,-140.37,163.29
5400,184,-92.25,50.99,169.6
5500,69,-93.97,52.71,146.68
5600,88,-95.11,54.43,137.51
5700,55,-99.12,52.71,126.62
5800,105,-98.55,49.85,133.5
5900,219,-96.83,48.7,144.96
6000,54,-98.55,43.54,161.57
6100,48,93.39,-126.62,175.9
6200,31,83.08,-137.51,158.71
6300,130,84.22,-136.94,142.09
6400,47,85.37,-138.08,128.34
6500,58,87.09,-138.66,119.18
6600,143,87.09,-139.23,115.74
6700,36,87.66,-140.37,112.3
6800,114,88.81,-140.95,110.01
6900,119,88.24,-141.52,110.58
7000,19,88.24,-141.52,110.58
7100,54,88.24,-142.09,110.58
7200,105,87.66,-142.09,111.15
7300,59,88.24,-142.09,111.73
7400,41,88.24,-142.09,112.3
7500,67,85.94,-141.52,116.31
7600,103,80.79,-140.37,131.78
7700,61,73.34,-144.96,150.11
7800,143,32.66,175.9,173.61
7900,115,-77.35,69.33,156.42
8000,106,-85.37,66.46,140.95
8100,29,-91.1,61.31,139.23
8200,73,-91.67,56.72,151.83
8300,95,-90.53,55.0,163.29
8400,129,80.79,-137.51,170.74
8500,114,83.08,-135.79,151.26
8600,147,82.51,-136.94,146.1
8700,80,83.08,-138.66,129.49
8800,82,84.22,-140.37,121.47
8900,119,85.94,-140.37,117.46
9000,34,87.09,-140.95,115.16
9100,100,86.52,-141.52,115.74
9200,71,87.66,-141.52,116.31
9300,18,87.09,-142.09,116.31
9400,22,86.52,-142.67,116.88
9500,35,86.52,-142.67,116.88
9600,59,86.52,-142.67,118.03
