Time,EMG_value,Yaw,Roll,Pitch
0,9,136.94,-120.89,135.22
100,45,136.94,-120.32,135.22
200,34,138.08,-119.75,135.22
300,24,138.08,-119.75,135.22
400,21,138.08,-119.75,135.22
500,9,138.08,-119.18,136.36
600,14,138.66,-119.18,136.36
700,33,138.66,-119.18,136.36
800,31,139.8,-118.6,136.36
900,24,139.8,-118.6,136.36
1000,36,139.8,-118.6,137.51
1100,56,139.8,-118.6,137.51
1200,41,139.8,-118.6,138.66
1300,18,139.8,-118.6,138.66
1400,15,139.8,-118.6,138.66
1500,15,139.8,-118.6,138.66
1600,49,140.37,-118.03,140.37
1700,109,140.37,-116.88,138.66
1800,60,140.95,-116.31,128.34
1900,127,146.1,-115.74,101.99
2000,73,149.54,-117.46,84.22
2100,198,160.43,-119.75,50.42
2200,120,173.61,-126.05,36.67
2300,207,-174.75,-131.21,30.37
2400,183,-163.29,-139.23,25.21
2500,75,-154.7,-147.82,22.35
2600,121,-162.15,-143.24,24.06
2700,56,178.76,-131.78,32.09
2800,64,157.56,-130.06,56.72
2900,85,147.25,-128.34,79.07
3000,119,139.8,-123.19,101.99
3100,116,131.78,-118.6,134.07
3200,98,125.48,-122.04,146.1
3300,74,125.48,-120.89,158.71
3400,113,128.34,-118.03,158.14
3500,42,131.21,-115.74,155.84
3600,35,132.93,-114.02,152.98
3700,26,133.5,-113.45,152.98
3800,20,133.5,-113.45,152.98
3900,41,133.5,-112.87,152.98
4000,63,134.07,-112.87,151.83
4100,75,135.79,-111.15,151.83
4200,125,135.22,-114.02,143.81
4300,100,139.8,-114.59,125.48
4400,29,145.53,-114.02,93.39
4500,224,152.41,-112.87,67.04
4600,251,161.0,-113.45,40.68
4700,56,169.02,-116.88,30.94
4800,50,172.46,-117.46,28.07
4900,87,-178.19,-122.04,24.06
5000,214,178.19,-119.18,26.93
5100,216,166.16,-111.15,40.11
5200,131,162.15,-112.3,49.85
5300,98,153.55,-111.15,68.18
5400,126,139.23,-119.18,96.26
5500,52,130.63,-122.61,122.61
5600,72,126.62,-123.19,137.51
5700,125,126.05,-122.61,140.95
5800,51,126.05,-122.61,141.52
5900,63,126.62,-120.89,140.95
6000,72,128.34,-120.32,140.37
6100,35,130.06,-119.18,140.95
6200,52,130.06,-119.18,140.95
6300,52,130.06,-119.18,140.95
6400,39,131.21,-119.75,139.23
6500,51,132.93,-125.48,127.2
6600,82,134.07,-127.2,123.19
6700,42,147.25,-125.48,80.21
6800,524,155.27,-127.77,57.3
6900,99,166.73,-132.35,38.96
7000,83,175.9,-136.36,31.51
7100,73,179.91,-139.8,29.22
7200,155,179.34,-140.95,31.51
7300,64,169.6,-139.23,38.39
7400,46,162.72,-138.66,45.26
7500,595,151.26,-136.94,61.88
7600,93,136.94,-133.5,91.67
7700,196,131.78,-130.06,108.86
7800,27,127.2,-130.06,131.21
7900,36,124.9,-129.49,139.23
8000,38,124.9,-129.49,139.23
8100,97,124.9,-130.06,139.23
8200,31,124.9,-130.06,138.66
8300,44,124.9,-130.06,139.23
8400,84,124.9,-130.63,139.8
8500,57,126.05,-129.49,140.37
8600,37,125.48,-130.06,141.52
8700,25,125.48,-129.49,141.52
8800,30,125.48,-129.49,142.09
8900,40,125.48,-129.49,142.09
9000,49,128.92,-128.92,134.65
9100,43,136.94,-126.05,112.87
9200,43,145.53,-123.19,87.09
9300,602,156.99,-118.6,49.27
9400,156,163.87,-123.19,37.82
9500,32,165.58,-122.04,33.8
9600,86,173.03,-126.62,29.79
9700,156,176.47,-130.06,29.79
9800,120,173.61,-127.77,31.51
9900,168,164.44,-125.48,42.4
10000,184,150.11,-130.06,66.46
10100,21,137.51,-128.92,94.54
10200,50,130.63,-127.77,114.59
10300,61,124.33,-128.92,138.66
10400,134,122.61,-127.77,147.25
10500,133,120.32,-127.2,156.42
10600,107,122.04,-124.33,158.71
10700,54,125.48,-120.32,157.56
10800,80,124.33,-120.32,156.42
10900,15,124.33,-120.32,156.42
11000,51,124.33,-120.32,156.42
11100,29,124.33,-120.89,156.42
11200,19,124.33,-120.32,156.42
11300,39,126.62,-119.18,156.42
11400,62,126.62,-118.6,156.42
11500,66,130.06,-118.03,146.68
11600,22,134.65,-115.74,138.08
11700,48,141.52,-117.46,100.84
11800,102,147.25,-111.15,74.48
11900,1028,152.41,-114.02,52.71
12000,61,161.0,-116.88,38.96
12100,93,169.02,-121.47,33.8
12200,120,170.74,-122.61,33.8
12300,50,169.02,-122.04,34.38
12400,50,169.02,-122.04,34.38
12500,44,157.56,-116.88,46.98
12600,125,147.82,-114.59,71.62
12700,73,138.66,-116.88,105.42
12800,39,132.93,-117.46,127.77
12900,54,127.2,-119.75,143.81
13000,97,124.9,-120.32,152.41
13100,73,124.33,-121.47,152.41
13200,57,124.9,-120.32,150.11
13300,41,127.2,-118.03,149.54
13400,20,127.77,-118.03,149.54
13500,32,129.49,-116.31,150.11
13600,23,129.49,-116.31,150.11
13700,32,129.49,-115.74,150.11
13800,26,128.92,-117.46,149.54
13900,88,130.06,-118.03,147.82
14000,41,132.35,-122.04,135.22
14100,30,137.51,-123.76,108.86
14200,987,151.26,-119.18,66.46
14300,170,156.99,-119.18,49.85
14400,215,165.58,-124.33,37.82
14500,19,167.88,-124.9,34.95
14600,73,167.3,-124.33,35.52
14700,96,166.73,-124.33,36.67
14800,41,154.7,-120.32,55.58
14900,89,147.25,-119.75,72.77
15000,77,140.37,-124.33,90.53
15100,57,132.93,-124.33,114.59
15200,33,128.34,-123.76,131.21
15300,101,126.62,-123.19,140.95
15400,42,125.48,-123.19,152.98
15500,48,126.05,-122.04,154.13
15600,39,128.92,-117.46,154.7
15700,24,129.49,-116.31,153.55
15800,29,130.06,-115.74,153.55
15900,105,130.63,-114.59,153.55
