Time,EMG_value,Yaw,Roll,Pitch
0,797,100.27,-138.66,110.01
100,984,103.13,-138.08,110.58
200,318,103.71,-138.08,111.15
300,876,107.72,-136.94,115.16
400,531,111.73,-134.65,119.75
500,766,115.16,-132.35,122.04
600,741,116.88,-132.35,121.47
700,659,118.6,-130.63,119.75
800,371,118.6,-130.06,121.47
900,1298,117.46,-130.63,123.76
1000,412,117.46,-130.63,123.76
1100,1057,115.74,-132.93,125.48
1200,1277,114.02,-134.07,126.62
1300,1560,112.3,-135.22,129.49
1400,1076,110.58,-139.8,130.06
1500,1213,106.57,-156.99,127.2
1600,1240,110.01,179.34,108.29
1700,940,118.03,170.74,93.97
1800,898,143.81,164.44,64.74
1900,1082,167.88,163.87,53.86
2000,1566,170.74,162.72,53.86
2100,770,171.89,160.43,53.29
2200,910,168.45,161.57,53.86
2300,1427,159.28,166.16,56.72
2400,935,151.83,163.29,61.88
2500,1841,140.95,166.73,71.62
2600,359,132.93,175.33,79.07
2700,1677,118.03,-167.88,98.55
2800,698,101.99,-151.83,118.6
2900,984,99.12,-150.11,123.19
3000,1276,95.11,-148.97,129.49
3100,1360,92.25,-150.11,131.78
3200,1425,91.1,-150.69,131.21
3300,862,89.95,-150.69,131.78
3400,681,88.81,-151.26,131.21
3500,1921,88.24,-150.69,130.63
3600,1641,87.09,-151.26,130.06
3700,489,89.38,-158.71,127.2
3800,1027,91.1,-161.0,125.48
3900,1606,104.85,171.31,104.28
4000,1856,108.86,163.87,96.83
4100,1751,136.94,159.28,68.18
4200,991,154.7,163.29,60.73
4300,1300,163.87,158.71,59.59
4400,524,162.15,156.99,60.73
4500,2031,159.86,159.86,61.31
4600,1142,150.69,163.29,64.17
4700,2381,139.8,169.6,69.9
4800,447,122.61,-176.47,81.93
4900,447,122.61,-176.47,81.93
5000,1394,106.0,-166.16,101.41
5100,1774,93.97,-156.42,115.16
5200,1477,91.1,-155.27,117.46
5300,1822,90.53,-151.83,119.18
5400,2342,90.53,-151.83,119.18
5500,1993,90.53,-151.26,119.75
5600,712,89.95,-150.69,120.89
5700,1869,89.38,-151.26,122.04
5800,1348,89.38,-150.11,122.04
5900,1270,89.95,-150.11,123.19
6000,1407,91.67,-153.55,122.61
6100,661,98.55,-165.01,116.88
6200,1967,103.71,174.75,105.42
6300,1812,110.01,160.43,91.1
6400,2118,130.06,154.7,71.05
6500,1344,144.96,157.56,61.31
6600,1878,156.99,156.99,59.01
6700,1878,156.99,156.99,59.01
6800,740,160.43,158.14,60.16
6900,1565,154.7,161.0,61.31
7000,2777,145.53,165.58,66.46
7100,1264,128.34,176.47,76.2
7200,2703,114.59,-171.31,90.53
7300,2751,105.42,-166.73,102.56
7400,1698,101.41,-163.29,107.72
7500,2561,95.11,-157.56,114.02
7600,1604,92.25,-155.84,116.31
7700,1721,91.1,-156.42,116.88
7800,2601,90.53,-157.56,117.46
7900,786,88.81,-156.99,118.6
8000,2339,86.52,-156.99,119.75
8100,2535,86.52,-161.0,120.32
8200,798,86.52,-162.15,119.18
8300,2680,91.67,-171.89,114.59
8400,1620,97.98,167.3,103.13
8500,1620,97.98,167.3,103.13
8600,1836,122.04,141.52,69.9
8700,2571,141.52,152.41,58.44
8800,2655,151.26,150.11,55.58
8900,2325,152.41,153.55,57.3
9000,1468,150.69,158.71,58.44
9100,3227,146.68,165.58,62.45
9200,1694,141.52,167.3,65.32
9300,2321,122.04,-177.62,79.07
9400,1330,108.86,-165.58,93.97
9500,3071,99.69,-159.28,106.0
9600,1717,92.25,-156.99,112.87
9700,1810,88.81,-155.84,115.16
9800,821,87.66,-155.84,115.16
9900,2828,86.52,-155.84,115.74
10000,2037,85.94,-154.7,115.16
10100,2275,85.37,-155.27,115.16
10200,2755,86.52,-157.56,115.16
10300,896,88.81,-164.44,112.87
10400,2783,89.95,-179.34,108.29
10500,1842,95.11,165.01,95.11
10600,2574,99.12,162.72,90.53
10700,1343,120.89,148.97,68.18
10800,2285,135.79,143.81,59.59
10900,1115,151.83,143.24,52.71
11000,1839,153.55,142.09,53.29
11100,1621,155.84,144.39,55.58
11200,2392,150.69,151.83,57.3
11300,2769,138.66,161.57,62.45
11400,1235,124.9,170.17,69.9
11500,1470,116.31,178.19,75.63
11600,1043,102.56,-165.01,91.67
11700,1608,93.97,-155.27,101.41
11800,2599,88.81,-150.11,106.57
11900,2612,86.52,-150.69,107.14
12000,706,85.94,-149.54,106.57
12100,1407,86.52,-149.54,106.0
12200,869,84.8,-148.97,107.14
12300,2293,83.08,-148.97,107.72
12400,1604,83.65,-151.26,106.0
12500,1666,85.37,-156.99,103.71
12600,2816,89.38,-166.73,100.27
12700,2165,95.68,165.58,87.09
12800,1091,114.59,138.66,62.45
12900,2684,132.93,132.93,53.86
13000,2785,148.97,139.8,50.99
13100,941,152.98,142.67,51.57
13200,2962,151.83,146.1,53.29
13300,2185,144.96,151.83,56.15
13400,674,138.66,159.86,60.16
13500,1133,119.18,176.47,69.9
13600,3361,101.41,-167.88,85.37
13700,1341,93.97,-159.86,92.25
13800,2830,85.94,-151.83,100.84
13900,826,83.08,-149.54,102.56
14000,2971,80.79,-148.4,103.13
14100,1799,80.21,-148.4,102.56
14200,2004,79.07,-147.82,102.56
14300,2301,79.07,-147.25,102.56
14400,1885,79.07,-148.4,101.99
14500,2693,81.93,-153.55,101.41
14600,3135,83.65,-159.28,99.12
14700,1126,91.67,171.89,83.65
14800,2124,101.99,152.98,68.75
14900,1877,122.04,148.4,56.72
15000,969,145.53,148.4,50.99
15100,2404,156.99,144.96,50.42
