Time,EMG_value,Yaw,Roll,Pitch
31300,62,93.97,-161.0,128.92
31400,187,93.39,-161.0,129.49
31500,41,91.67,-162.15,131.21
31600,199,89.38,-163.87,133.5
31700,129,74.48,177.04,136.94
31800,45,60.16,156.99,136.36
31900,104,26.36,113.45,116.31
32000,59,15.47,103.13,100.27
32100,43,8.59,101.99,85.94
32200,191,12.61,101.99,93.39
32300,207,17.76,104.28,101.99
32400,39,38.39,122.61,122.61
32500,337,60.16,150.69,132.35
32600,156,80.21,176.47,134.65
32700,193,91.67,-167.88,132.93
32800,198,92.25,-165.58,134.07
32900,169,91.1,-164.44,134.07
33000,198,91.67,-163.87,134.07
33100,81,90.53,-164.44,134.65
33200,134,89.95,-165.01,134.07
33300,269,85.94,-167.3,135.79
33400,108,69.9,172.46,138.08
33500,108,47.56,143.81,134.65
33600,41,18.33,107.72,111.73
33700,73,12.03,104.85,101.41
33800,288,4.58,104.85,87.66
33900,168,10.31,104.85,96.26
34000,115,20.63,108.86,110.58
34100,18,42.97,131.21,130.63
34200,25,67.61,162.15,135.79
34300,119,84.8,-177.04,135.22
34400,203,93.39,-166.16,132.35
34500,182,101.41,-156.42,128.34
34600,189,100.27,-156.99,128.34
34700,135,100.27,-156.99,128.34
34800,119,97.98,-158.71,128.92
34900,175,97.98,-159.28,128.92
35000,152,97.4,-159.28,129.49
35100,216,93.97,-161.0,132.35
35200,122,88.81,-164.44,135.79
35300,221,62.45,161.0,138.66
35400,72,22.92,111.73,120.32
35500,106,9.74,104.28,95.68
35600,237,6.88,104.28,88.24
35700,149,7.45,104.85,89.38
35800,217,17.19,106.57,107.14
35900,154,33.8,120.89,124.9
36000,211,61.88,153.55,136.94
36100,17,83.08,179.91,135.79
36200,154,97.98,-161.57,131.21
36300,144,101.99,-156.99,128.92
36400,181,100.84,-158.14,128.92
36500,94,99.12,-158.71,130.63
36600,227,97.98,-159.86,130.63
36700,15,97.4,-161.0,131.21
36800,139,95.11,-162.15,131.78
36900,54,95.11,-162.15,131.78
37000,239,92.82,-163.29,132.35
37100,105,85.37,-170.17,136.36
37200,223,43.54,136.36,134.07
37300,51,26.36,114.59,123.19
37400,55,8.02,96.83,95.68
37500,234,1.15,97.4,83.65
37600,304,1.15,98.55,84.22
37700,148,10.89,99.69,98.55
37800,76,29.79,112.3,119.18
37900,181,59.01,145.53,132.93
38000,328,79.64,172.46,134.07
38100,42,92.82,-170.17,130.63
38200,116,97.98,-162.72,128.92
38300,187,99.12,-161.0,127.77
38400,55,97.98,-161.57,128.34
