Time,EMG_value,Yaw,Roll,Pitch
0,53,123.19,-161.57,107.14
100,41,122.61,-160.43,107.72
200,63,122.61,-160.43,107.72
300,42,122.61,-159.86,107.72
400,23,122.04,-160.43,108.29
500,75,122.04,-160.43,108.29
600,93,122.04,-160.43,108.29
700,140,122.04,-161.0,108.86
800,58,122.61,-161.0,109.43
900,81,122.61,-160.43,109.43
1000,45,122.61,-160.43,109.43
1100,55,122.04,-160.43,110.58
1200,82,122.04,-160.43,110.58
1300,137,121.47,-160.43,111.15
1400,51,121.47,-159.86,110.58
1500,167,120.89,-159.28,111.73
1600,25,120.89,-159.28,111.15
1700,54,120.89,-158.71,112.3
1800,42,120.32,-158.71,112.3
1900,79,120.32,-158.71,112.87
2000,77,120.32,-158.71,112.87
2100,61,120.32,-159.28,112.87
2200,30,120.32,-160.43,113.45
2300,28,120.32,-162.72,114.59
2400,23,121.47,-166.73,114.59
2500,190,122.61,170.17,116.31
2600,128,120.32,148.97,117.46
2700,334,115.74,103.71,119.18
2800,227,116.31,99.69,118.03
2900,115,115.74,98.55,117.46
3000,373,116.31,97.4,116.31
3100,174,117.46,96.26,115.74
3200,157,118.6,106.57,115.16
3300,93,123.19,150.69,113.45
3400,189,123.76,-156.99,111.15
3500,187,123.19,-154.13,110.01
3600,162,123.19,-151.83,110.01
3700,162,123.19,-151.83,110.01
3800,40,123.19,-152.41,112.3
3900,104,123.19,-152.41,112.3
4000,138,123.19,-151.83,112.3
4100,55,123.19,-152.41,112.3
4200,105,123.19,-152.41,112.3
4300,46,122.61,-152.98,112.3
4400,46,122.61,-152.98,112.3
4500,90,124.33,-165.01,114.02
4600,184,119.75,139.8,118.03
4700,898,116.31,107.14,117.46
4800,173,115.16,105.42,114.59
4900,173,115.16,105.42,114.59
5000,244,118.6,101.99,114.59
5100,297,118.03,101.99,113.45
5200,151,119.18,103.13,112.87
5300,83,120.89,144.39,112.3
5400,129,118.6,171.89,114.02
5500,199,114.59,-169.6,116.31
5600,141,116.88,-168.45,115.16
5700,141,116.88,-168.45,115.16
5800,141,116.88,-168.45,115.16
5900,29,117.46,-169.02,114.59
6000,123,117.46,-168.45,114.59
6100,41,117.46,-168.45,114.59
6200,51,118.03,-169.02,115.16
6300,122,118.03,-169.02,115.16
6400,76,118.03,-171.89,115.16
6500,167,122.61,155.84,115.16
6600,790,116.31,103.13,116.88
6700,113,116.88,96.26,111.73
6800,346,119.18,89.95,110.58
6900,208,119.75,88.24,111.15
7000,45,120.89,88.81,110.01
7100,39,119.75,89.38,109.43
7200,98,120.32,92.25,109.43
7300,30,124.9,148.4,111.73
7400,154,125.48,-171.31,109.43
7500,154,125.48,-171.31,109.43
7600,53,122.61,-169.02,110.01
7700,75,123.19,-169.02,110.58
7800,38,122.61,-169.02,111.15
7900,92,123.19,-168.45,111.15
8000,83,123.19,-168.45,111.15
8100,99,122.61,-167.88,111.15
8200,71,122.61,-167.88,111.15
8300,34,122.61,-167.88,111.15
8400,125,122.04,-167.88,112.3
