Time,EMG_value,Yaw,Roll,Pitch
0,2701,12.03,-81.93,37.82
100,4909,12.03,-81.93,37.82
200,1087,12.03,-81.93,37.82
300,1528,12.61,-83.08,38.39
400,4970,12.61,-83.08,38.39
500,3259,12.61,-83.08,38.39
600,4790,12.03,-82.51,38.39
700,1572,13.75,-83.65,39.53
800,4665,12.61,-83.65,39.53
900,4083,12.03,-83.08,38.96
1000,3891,13.75,-88.81,39.53
1100,1100,13.75,-95.68,37.82
1200,2971,26.36,-122.04,32.66
1300,2902,60.73,-166.73,29.22
1400,1091,89.95,161.0,33.23
1500,4646,124.33,130.63,49.85
1600,3847,139.23,123.76,65.32
1700,3829,142.67,128.34,70.47
1800,4163,142.67,127.77,70.47
1900,5263,140.95,128.34,68.75
2000,2737,138.66,127.77,64.17
2100,2620,130.06,131.78,49.85
2200,4401,99.12,156.42,27.5
2300,3483,53.86,-154.7,22.35
2400,1608,20.05,-111.73,33.23
2500,1837,8.59,-91.67,40.11
2600,4849,3.44,-85.94,44.12
2700,2462,1.15,-83.65,45.84
2800,3958,0.0,-83.08,47.56
2900,1522,0.0,-83.08,47.56
3000,1545,1.72,-87.66,43.54
3100,1762,7.45,-108.29,33.8
3200,1762,7.45,-108.29,33.8
3300,930,86.52,158.71,21.77
3400,4437,113.45,128.34,30.94
3500,4944,134.65,107.72,52.14
3600,4430,135.79,106.0,60.16
3700,1790,135.79,107.14,63.03
3800,4091,134.65,107.14,62.45
3900,1007,131.78,108.86,57.87
4000,2407,124.9,115.16,45.26
4100,1873,118.6,124.9,36.1
4200,1598,93.97,158.14,17.76
4300,1838,21.2,-121.47,17.76
4400,2915,-2.86,-91.1,31.51
4500,1111,-10.89,-81.93,39.53
4600,4508,-17.76,-76.2,45.26
4700,4508,-17.76,-76.2,45.26
4800,3607,-17.76,-75.63,45.84
4900,1249,-14.32,-81.36,41.83
5000,2034,-9.74,-91.67,37.24
5100,4935,10.89,-123.76,21.77
5200,3115,81.36,152.98,19.48
5300,4277,115.74,115.74,36.1
5400,1960,126.05,112.3,48.7
5500,4158,129.49,110.58,56.72
5600,1815,133.5,111.15,67.04
5700,2586,133.5,111.73,66.46
5800,2793,130.06,114.02,59.59
5900,3938,124.33,118.6,49.27
6000,3026,114.02,129.49,34.38
6100,1803,101.99,142.67,24.64
6200,1363,30.94,-140.95,14.9
6300,5193,-11.46,-91.67,34.95
6400,2526,-21.77,-80.79,45.26
6500,5002,-25.21,-76.78,48.7
6600,1800,-25.21,-76.78,48.7
6700,4275,-24.64,-77.35,45.84
